	date	time	speaker	text
2071	September 8th	9:17 AM	AshleyReyes1	I'm fine thank you and how are you?
2072	September 8th	9:18 AM	AshleyReyes1	HHAHAHHAHAHH omg
2073	September 8th	9:18 AM	mahoonie    	Good
2074	September 8th	9:19 AM	mahoonie    	I’ll be in meetings until an hour and a half from now
2075	September 8th	9:24 AM	mahoonie    	Will you have time for me then busy woman?
2076	September 8th	9:24 AM	AshleyReyes1	oh
2077	September 8th	9:24 AM	AshleyReyes1	busy man
2078	September 8th	9:25 AM	mahoonie    	Me?
2079	September 8th	9:25 AM	mahoonie    	You’re in meetings every second popular woman
2080	September 8th	9:31 AM	mahoonie    	You’re a celebrity now
2081	September 8th	9:32 AM	AshleyReyes1	You’re in meetings every second popular woman - whan do you mean?
2082	September 8th	9:33 AM	mahoonie    	You’re busy all the time
2083	September 8th	9:35 AM	mahoonie    	You’re popular like Natalie Portman
2084	September 8th	9:35 AM	AshleyReyes1	hahahahah stop it...
2085	September 8th	9:37 AM	AshleyReyes1	just someone takes me in private without asking
2086	September 8th	9:38 AM	mahoonie    	Will you cum for me later today?
2087	September 8th	9:38 AM	AshleyReyes1	yes
2088	September 8th	9:38 AM	mahoonie    	Oooh on this bed?
2089	September 8th	9:39 AM	mahoonie    	I can’t wait
2090	September 8th	9:40 AM	AshleyReyes1	hahahah yesss
2091	September 8th	9:43 AM	mahoonie    	Did you change your mind again and now you’re staying forever?
2092	September 8th	9:44 AM	AshleyReyes1	we can laugh at my decisions as much as we like, but it's physically difficult for me, I can really fall down in my studies or just die from lack of sleep, so I think differently every day
2093	September 8th	9:44 AM	mahoonie    	Don’t be mad at me beautiful woman, every thing I say is because I care about you
2094	September 8th	9:45 AM	mahoonie    	And studies are very important I agree
2095	September 8th	9:45 AM	mahoonie    	Please don’t die
2096	September 8th	9:45 AM	AshleyReyes1	I'm not angry, I'm just explaining my strange behavior
2097	September 8th	9:46 AM	AshleyReyes1	hahaha okay..
2098	September 8th	10:06 AM	mahoonie    	Thank you
2099	September 8th	10:08 AM	mahoonie    	What does your shirt say?
2100	September 8th	10:08 AM	AshleyReyes1	love
2101	September 8th	10:09 AM	AshleyReyes1	:P
2102	September 8th	10:10 AM	mahoonie    	Did you wear it for me? Ooooh
2103	September 8th	11:47 AM	AshleyReyes1	hahhahaha ;)
2104	September 8th	11:49 AM	mahoonie    	Can I book an appointment?
2105	September 8th	11:50 AM	AshleyReyes1	hahhahhah...
2106	September 8th	11:50 AM	AshleyReyes1	yes
2107	September 8th	11:50 AM	mahoonie    	When is your soonest opening?
2108	September 8th	11:50 AM	AshleyReyes1	I'm free now
2109	September 8th	11:50 AM	AshleyReyes1	В)
2110	September 8th	11:54 AM	mahoonie    	Good, 2 minutesYour Cam2Cam show has started
2111	September 8th	11:55 AM	mahoonie    	Hi
2112	September 8th	11:55 AM	AshleyReyes1	hi
2113	September 8th	11:55 AM	AshleyReyes1	my man
2114	September 8th	11:55 AM	mahoonie    	My woman
2115	September 8th	11:55 AM	AshleyReyes1	so
2116	September 8th	11:55 AM	mahoonie    	Ladies always first
2117	September 8th	11:56 AM	AshleyReyes1	heeey
2118	September 8th	11:56 AM	AshleyReyes1	then you
2119	September 8th	11:56 AM	AshleyReyes1	good good
2120	September 8th	11:56 AM	mahoonie    	I'm showing my boob
2121	September 8th	11:56 AM	mahoonie    	Boobs
2122	September 8th	11:57 AM	AshleyReyes1	yeah
2123	September 8th	11:57 AM	mahoonie    	Show more if you want to see more
2124	September 8th	11:57 AM	AshleyReyes1	What do you want to see?
2125	September 8th	11:58 AM	mahoonie    	As much as I can
2126	September 8th	11:58 AM	AshleyReyes1	your suggestion of my choice makes me a bad girl
2127	September 8th	11:58 AM	mahoonie    	I think you're an angel
2128	September 8th	11:58 AM	AshleyReyes1	thanks
2129	September 8th	11:59 AM	AshleyReyes1	
2130	September 8th	11:59 AM	AshleyReyes1	aaand
2131	September 8th	11:59 AM	mahoonie    	I missed those nipples so much
2132	September 8th	11:59 AM	AshleyReyes1	aaww
2133	September 8th	11:59 AM	mahoonie    	Why not just take it of?
2134	September 8th	12:00 PM	mahoonie    	Easier for you I mean
2135	September 8th	12:00 PM	AshleyReyes1	I'm shy
2136	September 8th	12:00 PM	mahoonie    	From me?
2137	September 8th	12:00 PM	mahoonie    	I should be proud not shy
2138	September 8th	12:00 PM	mahoonie    	You're perfect
2139	September 8th	12:00 PM	AshleyReyes1	thanks
2140	September 8th	12:01 PM	AshleyReyes1	but
2141	September 8th	12:01 PM	AshleyReyes1	I missed too
2142	September 8th	12:01 PM	mahoonie    	Thank you
2143	September 8th	12:01 PM	mahoonie    	Do you want to play?
2144	September 8th	12:02 PM	AshleyReyes1	yes
2145	September 8th	12:03 PM	AshleyReyes1	it will be so
2146	September 8th	12:04 PM	mahoonie    	Don't you prefer to stay in underwear?
2147	September 8th	12:04 PM	mahoonie    	Just want you to be comfortable
2148	September 8th	12:04 PM	AshleyReyes1	that would be too explicit
2149	September 8th	12:07 PM	AshleyReyes1	thank you
2150	September 8th	12:07 PM	AshleyReyes1	I'm ready, sorry
2151	September 8th	12:08 PM	mahoonie    	Why do you always tell me?
2152	September 8th	12:08 PM	AshleyReyes1	I get excited very quickly with you
2153	September 8th	12:08 PM	mahoonie    	I happy
2154	September 8th	12:08 PM	mahoonie    	I'm
2155	September 8th	12:08 PM	AshleyReyes1	because I want you to feel good
2156	September 8th	12:08 PM	mahoonie    	But you are welcome to cum whenever you want
2157	September 8th	12:08 PM	mahoonie    	I feel really good
2158	September 8th	12:08 PM	AshleyReyes1	thank you
2159	September 8th	12:09 PM	mahoonie    	Don't know if you noticed
2160	September 8th	12:09 PM	AshleyReyes1	okay
2161	September 8th	12:11 PM	AshleyReyes1	
2162	September 8th	12:11 PM	mahoonie    	I missed seeing that face too :)
2163	September 8th	12:11 PM	AshleyReyes1	aaww...
2164	September 8th	12:11 PM	AshleyReyes1	so
2165	September 8th	12:11 PM	mahoonie    	Where?
2166	September 8th	12:11 PM	AshleyReyes1	I messed your cum
2167	September 8th	12:12 PM	AshleyReyes1	my face
2168	September 8th	12:12 PM	AshleyReyes1	please
2169	September 8th	12:12 PM	mahoonie    	You can have as much of it as you want
2170	September 8th	12:12 PM	AshleyReyes1	mmmmm
2171	September 8th	12:12 PM	mahoonie    	Can you come closer
2172	September 8th	12:12 PM	mahoonie    	And tongue out
2173	September 8th	12:13 PM	mahoonie    	Like the doctor
2174	September 8th	12:13 PM	mahoonie    	Thank you
2175	September 8th	12:14 PM	AshleyReyes1	ad thank you
2176	September 8th	12:14 PM	AshleyReyes1	
2177	September 8th	12:37 PM	mahoonie    	;*Your Cam2Cam show has ended
2178	September 8th	12:37 PM	mahoonie    	When are you here again My pretty roller coaster?
2179	September 8th	12:37 PM	AshleyReyes1	hahahah
2180	September 8th	12:38 PM	AshleyReyes1	tomorrow
2181	September 8th	12:39 PM	mahoonie    	As your doctor I can say you're addicted
2182	September 8th	12:39 PM	AshleyReyes1	addicted to this site?
2183	September 8th	12:39 PM	mahoonie    	Or to me?
2184	September 8th	12:43 PM	AshleyReyes1	maybe... :)
2185	September 8th	12:44 PM	mahoonie    	Poor girl :)
2186	September 8th	12:44 PM	mahoonie    	Will you be here every day?
2187	September 8th	12:46 PM	AshleyReyes1	this week i will be here until friday
2188	September 8th	12:47 PM	mahoonie    	Busy woman
2189	September 8th	12:49 PM	mahoonie    	At least you don't need any beauty sleep - already too beautiful
2190	September 8th	12:49 PM	AshleyReyes1	thank you oh
2191	September 8th	12:49 PM	AshleyReyes1	you flatter me as always, sly cat
2192	September 8th	12:50 PM	mahoonie    	I don't lie though
2193	September 8th	12:50 PM	AshleyReyes1	thank you again
2194	September 8th	12:51 PM	AshleyReyes1	B)
2195	September 8th	12:52 PM	mahoonie    	When you get famous this should be your logo
2196	September 8th	12:53 PM	AshleyReyes1	hahahah
2197	September 8th	12:53 PM	AshleyReyes1	I have to go, I hope to see you tomorrow
2198	September 8th	12:54 PM	AshleyReyes1	thanks again and bye
2199	September 8th	12:54 PM	mahoonie    	I don’t know if you see me, my heart is too weak to play with you every day
2200	September 8th	12:55 PM	mahoonie    	But I’ll probably come to chat a little
2201	September 8th	12:55 PM	AshleyReyes1	hehehe
2202	September 8th	12:55 PM	AshleyReyes1	kay
2203	September 8th	12:55 PM	AshleyReyes1	I will wait for you anyway
2204	September 8th	12:56 PM	mahoonie    	<3
2205	September 8th	12:57 PM	mahoonie    	You too have a strong flirting skill
2206	September 8th	12:57 PM	AshleyReyes1	м
2207	September 8th	12:57 PM	AshleyReyes1	you think so?
2208	September 8th	1:00 PM	mahoonie    	It’s working on me ;)
2209	September 8th	1:00 PM	AshleyReyes1	hahaha
2210	September 8th	1:00 PM	AshleyReyes1	bye
2211	September 10th	8:20 AM	AshleyReyes1	:*
2212	September 10th	8:20 AM	mahoonie    	Good morning beautiful
2213	September 10th	8:21 AM	AshleyReyes1	good morning
2214	September 10th	8:21 AM	mahoonie    	How are you?
2215	September 10th	8:23 AM	AshleyReyes1	I feel great as always, don't you?
2216	September 10th	8:23 AM	mahoonie    	Now I do, but you skipped yesterday
2217	September 10th	8:23 AM	AshleyReyes1	yes
2218	September 10th	8:23 AM	AshleyReyes1	I shouldn't be here today either
2219	September 10th	8:23 AM	mahoonie    	School?
2220	September 10th	8:24 AM	AshleyReyes1	there are some things to do
2221	September 10th	8:24 AM	mahoonie    	Can I help?
2222	September 10th	8:25 AM	AshleyReyes1	no, thank you
2223	September 10th	8:25 AM	AshleyReyes1	it became known when will be the last day on this site
2224	September 10th	8:25 AM	mahoonie    	If you need help with your studies, I’m pretty good with studying 8)
2225	September 10th	8:25 AM	AshleyReyes1	29 of Sep
2226	September 10th	8:25 AM	mahoonie    	When?
2227	September 10th	8:26 AM	AshleyReyes1	I study well too B)
2228	September 10th	8:26 AM	mahoonie    	Why that day?
2229	September 10th	8:27 AM	AshleyReyes1	the end of the month
2230	September 10th	8:27 AM	mahoonie    	September ends on the 30th
2231	September 10th	8:27 AM	AshleyReyes1	yes
2232	September 10th	8:27 AM	AshleyReyes1	I didn't talk about the last day of the month, I said the end of the month
2233	September 10th	8:28 AM	AshleyReyes1	B)
2234	September 10th	8:28 AM	mahoonie    	Smarty pants
2235	September 10th	8:29 AM	AshleyReyes1	heheheh
2236	September 10th	8:29 AM	mahoonie    	And then you’ll never come back?
2237	September 10th	8:29 AM	AshleyReyes1	yes
2238	September 10th	8:29 AM	AshleyReyes1	never
2239	September 10th	8:30 AM	AshleyReyes1	thank God hahahah
2240	September 10th	8:30 AM	mahoonie    	Why? Don’t you like it?
2241	September 10th	8:31 AM	AshleyReyes1	how can I say ... it's strange and not entirely acceptable, I was interested, but I've had enough
2242	September 10th	8:33 AM	mahoonie    	But we had fun no?
2243	September 10th	8:34 AM	AshleyReyes1	yes
2244	September 10th	8:34 AM	AshleyReyes1	you don't know what i think about when i get home :)
2245	September 10th	8:34 AM	AshleyReyes1	but you don’t need to know, in fact, everything is fine
2246	September 10th	8:35 AM	AshleyReyes1	if only because I met you
2247	September 10th	8:36 AM	mahoonie    	Do you think about me?
2248	September 10th	8:36 AM	AshleyReyes1	is this what I think about at home? hahah
2249	September 10th	8:39 AM	AshleyReyes1	about you too, yeah
2250	September 10th	8:40 AM	mahoonie    	You say I don’t need to know but I want to know
2251	September 10th	8:42 AM	AshleyReyes1	everything all right
2252	September 10th	8:43 AM	mahoonie    	I think about you too
2253	September 10th	8:47 AM	AshleyReyes1	good B)
2254	September 10th	8:47 AM	mahoonie    	As I Said, I’m fine with you leaving as long as you leave me some way to keep in touch
2255	September 10th	8:48 AM	mahoonie    	Otherwise I’ll be very sad
2256	September 10th	8:48 AM	AshleyReyes1	I'll think about it, I'm glad that you would like to continue communication
2257	September 10th	8:49 AM	mahoonie    	Don’t you?
2258	September 10th	8:49 AM	AshleyReyes1	me too
2259	September 10th	8:50 AM	mahoonie    	So why are you not sure?
2260	September 10th	8:50 AM	AshleyReyes1	what am I not sure about?
2261	September 10th	8:51 AM	mahoonie    	You said you’ll think about it
2262	September 10th	8:51 AM	AshleyReyes1	because it's weird, I don't know how to explain it
2263	September 10th	8:51 AM	AshleyReyes1	probably I will have a great desire to leave all this and everything related to these sites here
2264	September 10th	9:06 AM	AshleyReyes1	I'm sorry if that sounds rude
2265	September 10th	9:07 AM	mahoonie    	Really? I’m sorry to hear that
2266	September 10th	9:08 AM	AshleyReyes1	sad but true
2267	September 10th	9:08 AM	mahoonie    	That hurts a little
2268	September 10th	9:08 AM	AshleyReyes1	sorry, I didn't think it was really that important
2269	September 10th	9:09 AM	AshleyReyes1	the ratio of models and members is the same here
2270	September 10th	9:09 AM	AshleyReyes1	I don't think the world will end on me
2271	September 10th	9:09 AM	AshleyReyes1	;)
2272	September 10th	9:10 AM	AshleyReyes1	anyway, I said I'd think about it
2273	September 10th	9:13 AM	mahoonie    	I just thought we have something special, special woman
2274	September 10th	9:17 AM	AshleyReyes1	Yes, it is
2275	September 10th	9:18 AM	mahoonie    	Is this place really that bad?
2276	September 10th	9:19 AM	mahoonie    	You can tell me, I’m here for you
2277	September 10th	9:19 AM	mahoonie    	I can be your psychologist, and you can be mine
2278	September 10th	9:26 AM	mahoonie    	Good practice
2279	September 10th	9:27 AM	AshleyReyes1	I really don't think this place is good for me
2280	September 10th	9:28 AM	AshleyReyes1	I like being with you, but there's no reason to run away from you
2281	September 10th	9:29 AM	mahoonie    	What do you mean?
2282	September 10th	9:29 AM	AshleyReyes1	I didn't mean that I want to run away from here forever and forget all these people, I just want this period of my life to be classified hahah
2283	September 10th	9:29 AM	AshleyReyes1	it's not about people, that's what I meant
2284	September 10th	9:30 AM	mahoonie    	Oh
2285	September 10th	9:30 AM	mahoonie    	Got it
2286	September 10th	9:31 AM	mahoonie    	It’s no shame in my opinion
2287	September 10th	9:31 AM	mahoonie    	For some reason sex is not accepted in our society. But sex is the most beautiful thing ever
2288	September 10th	9:31 AM	AshleyReyes1	this is for you, everyone has their own vision of it
2289	September 10th	9:32 AM	AshleyReyes1	I don't want to discuss it :)
2290	September 10th	9:32 AM	AshleyReyes1	I do not agree with you, but I know that fuck owns the world and because of fuck all the troubles in life and in the world hahahah
2291	September 10th	9:33 AM	AshleyReyes1	I'm not frigid hahah
2292	September 10th	9:33 AM	AshleyReyes1	I guess I get tired of so many dicks and Tits in my life, it's worth considering
2293	September 10th	9:34 AM	mahoonie    	All the trouble and all the fun :)
2294	September 10th	9:35 AM	mahoonie    	I don’t have to show you my dick if you don’t want
2295	September 10th	9:35 AM	AshleyReyes1	I knew I couldn't discuss this with you, you take it personally
2296	September 10th	9:35 AM	AshleyReyes1	although you say that we shouldn't fuck every day
2297	September 10th	9:36 AM	AshleyReyes1	I'm loving it
2298	September 10th	9:36 AM	mahoonie    	Loving what?
2299	September 10th	9:37 AM	mahoonie    	You can discuss everything with me, I’m a big boy
2300	September 10th	9:37 AM	AshleyReyes1	you're a big boy, but we have different views o :)n different things, age has nothing to do with it
2301	September 10th	9:38 AM	AshleyReyes1	face in the middle of a sentence hahah
2302	September 10th	9:39 AM	mahoonie    	But it’s good to have different views I think, no?
2303	September 10th	9:39 AM	mahoonie    	And you didn’t say what you’re loving
2304	September 10th	9:39 AM	AshleyReyes1	by the way, thank you for calming me down when you say that there is nothing shameful in this, I regard it as soothing words for me
2305	September 10th	9:41 AM	AshleyReyes1	I love that you say we shouldn't fuck every day
2306	September 10th	9:41 AM	mahoonie    	How many days do you want between fucks? I’m flexible ;)
2307	September 10th	9:42 AM	AshleyReyes1	hahahha so funny
2308	September 10th	9:42 AM	AshleyReyes1	just don't have to make a schedule like an old couple
2309	September 10th	9:45 AM	AshleyReyes1	I like everything, everything that happens
2310	September 10th	9:46 AM	mahoonie    	Speaking of schedule, do you have one?
2311	September 10th	9:47 AM	AshleyReyes1	you mean the site?
2312	September 10th	9:47 AM	mahoonie    	Yes
2313	September 10th	9:47 AM	AshleyReyes1	Yes, tomorrow I'll be here in the first half of the day
2314	September 10th	9:47 AM	AshleyReyes1	next week I will be here from Monday to Friday at the same time as now
2315	September 10th	9:48 AM	mahoonie    	Cool
2316	September 10th	9:48 AM	AshleyReyes1	is it the first half of the day? hahah
2317	September 10th	9:48 AM	mahoonie    	Here? Yes
2318	September 10th	9:48 AM	AshleyReyes1	I'm going to take a break soon, in case you lose me ;)
2319	September 10th	9:49 AM	mahoonie    	For how long?
2320	September 10th	9:49 AM	AshleyReyes1	you still know what I meant when I described my schedule
2321	September 10th	9:49 AM	AshleyReyes1	30 minutes maybe
2322	September 10th	9:49 AM	mahoonie    	I think so
2323	September 10th	9:50 AM	mahoonie    	So I think we’ll fuck mondays and Thursdays
2324	September 10th	9:50 AM	mahoonie    	:D
2325	September 10th	9:50 AM	AshleyReyes1	loooooool
2326	September 10th	9:50 AM	AshleyReyes1	hahhahahh
2327	September 10th	9:50 AM	mahoonie    	I’m so funny, you’ll miss me a lot if you don’t keep in touch
2328	September 10th	9:51 AM	AshleyReyes1	yes
2329	September 10th	9:51 AM	AshleyReyes1	I think so
2330	September 10th	9:51 AM	mahoonie    	So today is Thursday
2331	September 10th	9:52 AM	mahoonie    	Just saying
2332	September 10th	10:37 AM	AshleyReyes1	hahahhahahahhahahaha
2333	September 10th	10:37 AM	mahoonie    	Unless you don’t want to see my dick...
2334	September 10th	10:37 AM	AshleyReyes1	maybe I do
2335	September 10th	10:38 AM	mahoonie    	You tell me
2336	September 10th	10:48 AM	AshleyReyes1	if you want it and offer it to me
2337	September 10th	10:48 AM	mahoonie    	I’m offering, but I don’t want to do it if you don’t want it
2338	September 10th	10:49 AM	AshleyReyes1	I can't refuse with you
2339	September 10th	10:49 AM	mahoonie    	You refused to me many times before ;P
2340	September 10th	10:50 AM	AshleyReyes1	only when I was busy
2341	September 10th	11:18 AM	AshleyReyes1	I did not refuse, when you call me in private, I can not reject :P
2342	September 10th	11:31 AM	mahoonie    	You refused to give me your number countless times
2343	September 10th	11:32 AM	AshleyReyes1	I just talked about fucking and not about the phone number
2344	September 10th	11:32 AM	mahoonie    	You only think about fucking, what about talking ;P
2345	September 10th	11:33 AM	AshleyReyes1	hahahahha damn...
2346	September 10th	11:34 AM	AshleyReyes1	you caught me doing this
2347	September 10th	11:35 AM	mahoonie    	So do you want to fuck me?
2348	September 10th	11:36 AM	AshleyReyes1	maybe
2349	September 10th	11:36 AM	mahoonie    	I don’t mind just talking to you, I like talking to you
2350	September 10th	11:37 AM	mahoonie    	I love fucking you, but it’s your call
2351	September 10th	11:38 AM	AshleyReyes1	I like talking to you too, do you work today?
2352	September 10th	11:38 AM	mahoonie    	Yes, Monday to Friday, just like you
2353	September 10th	11:38 AM	AshleyReyes1	no matter how good a bond we have with you, but if I propose to fuck a memeber, it will be too weird :D
2354	September 10th	11:38 AM	AshleyReyes1	so
2355	September 10th	11:39 AM	AshleyReyes1	are you working now?
2356	September 10th	11:39 AM	mahoonie    	And I’m getting fucked here all the time too
2357	September 10th	11:39 AM	AshleyReyes1	do you want to fuck at work?
2358	September 10th	11:39 AM	AshleyReyes1	HAHHAHAHAH
2359	September 10th	11:40 AM	AshleyReyes1	my poor handsome man
2360	September 10th	11:40 AM	mahoonie    	Yes, I’m working from home, but yes I’d love to get fucked at work by you
2361	September 10th	11:40 AM	AshleyReyes1	you look like a boss, how can someone fuck you
2362	September 10th	11:40 AM	mahoonie    	Every boss has a boss
2363	September 10th	11:41 AM	AshleyReyes1	yeah...
2364	September 10th	11:41 AM	AshleyReyes1	do you code?
2365	September 10th	11:41 AM	AshleyReyes1	now
2366	September 10th	11:41 AM	AshleyReyes1	B)
2367	September 10th	11:42 AM	mahoonie    	Yes
2368	September 10th	11:42 AM	mahoonie    	Specifically now I had to interview someone
2369	September 10th	11:42 AM	AshleyReyes1	why does this excite me
2370	September 10th	11:42 AM	mahoonie    	If you want you can send me your resume, and I can interview you
2371	September 10th	11:42 AM	AshleyReyes1	hahahahh
2372	September 10th	11:43 AM	mahoonie    	Would be fun
2373	September 10th	11:43 AM	AshleyReyes1	my computer chair is broken, can you fix it? you're a programmer
2374	September 10th	11:43 AM	AshleyReyes1	hahahahahah
2375	September 10th	11:43 AM	mahoonie    	Hahaha
2376	September 10th	11:44 AM	mahoonie    	You can sit on me any time
2377	September 10th	11:44 AM	AshleyReyes1	your approach is interesting, and you are definitely a programmer?
2378	September 10th	11:44 AM	AshleyReyes1	hahahah
2379	September 10th	11:44 AM	mahoonie    	Yes
2380	September 10th	11:45 AM	mahoonie    	Do you want to ask me a coding question?
2381	September 10th	11:46 AM	AshleyReyes1	after this question the monkey in my head hits the cymbals
2382	September 10th	11:47 AM	AshleyReyes1	do you think a coder is better than a php programmer? hahahah
2383	September 10th	11:47 AM	mahoonie    	I mean php is also a coding language, it just sucks
2384	September 10th	11:47 AM	mahoonie    	You should learn python
2385	September 10th	11:47 AM	mahoonie    	I can teach you
2386	September 10th	11:48 AM	mahoonie    	And if you do that well you can earn a ton of money
2387	September 10th	11:48 AM	AshleyReyes1	yes
2388	September 10th	11:48 AM	AshleyReyes1	I would really like
2389	September 10th	11:48 AM	mahoonie    	And what’s up with the monkey in Your head? You might need a doctor for that ;P
2390	September 10th	11:48 AM	AshleyReyes1	hahahah
2391	September 10th	11:49 AM	AshleyReyes1	I seem to be a future specialist in monkeys in a head
2392	September 10th	11:49 AM	mahoonie    	Yeah, you help me with my monkey, I help you with yours
2393	September 10th	11:50 AM	AshleyReyes1	good job B)
2394	September 10th	11:51 AM	AshleyReyes1	my back cracked so hard right now
2395	September 10th	11:51 AM	AshleyReyes1	I hope no one heard this
2396	September 10th	11:51 AM	mahoonie    	Haha, wish I could give you a massage
2397	September 10th	11:53 AM	AshleyReyes1	yes...
2398	September 10th	11:54 AM	AshleyReyes1	by the way, I bought this top in a children's store
2399	September 10th	11:54 AM	AshleyReyes1	because of this i can't put on a bra
2400	September 10th	11:55 AM	mahoonie    	I have to see that
2401	September 10th	11:58 AM	AshleyReyes1	hahahah
2402	September 10th	11:58 AM	mahoonie    	You can’t say that and just keep going with your life, I’m super excited right now
2403	September 10th	11:59 AM	AshleyReyes1	I don't think that such a harmless phrase can excite a man
2404	September 10th	11:59 AM	mahoonie    	You’re saying that if you take of your shirt for me I’ll see everything?
2405	September 10th	12:00 PM	mahoonie    	That’s exciting
2406	September 10th	12:00 PM	AshleyReyes1	hahahah
2407	September 10th	12:01 PM	AshleyReyes1	boys are such boys
2408	September 10th	12:01 PM	mahoonie    	You get excited pretty quickly too my girl
2409	September 10th	12:02 PM	AshleyReyes1	yes...
2410	September 10th	12:02 PM	AshleyReyes1	for example when you talk about work
2411	September 10th	12:02 PM	mahoonie    	Computer
2412	September 10th	12:02 PM	mahoonie    	Desk
2413	September 10th	12:02 PM	mahoonie    	Chair
2414	September 10th	12:02 PM	mahoonie    	Meetings
2415	September 10th	12:03 PM	mahoonie    	Schedule
2416	September 10th	12:08 PM	AshleyReyes1	hahhahahahahhahahhaha
2417	September 10th	12:09 PM	mahoonie    	So do you want to just talk about work today?
2418	September 10th	12:11 PM	AshleyReyes1	i don't know i want to trust you
2419	September 10th	12:11 PM	mahoonie    	I think we can do both
2420	September 10th	12:20 PM	AshleyReyes1	mmmmmm
2421	September 10th	12:20 PM	mahoonie    	What does mmmm mean?
2422	September 10th	12:21 PM	AshleyReyes1	don't you know how it sounds in real life?
2423	September 10th	12:22 PM	mahoonie    	There’s good mmm like delicious, and there bad mmm like let’s keep in touch (but not really)
2424	September 10th	12:26 PM	mahoonie    	And there’s mmmmm Jordan I want to fuck you so bad, take me
2425	September 10th	12:26 PM	AshleyReyes1	hahahhahahha
2426	September 10th	12:26 PM	AshleyReyes1	you are really so funny
2427	September 10th	12:26 PM	AshleyReyes1	I so want to tell you my real name sometimes
2428	September 10th	12:27 PM	AshleyReyes1	because your name sounds sexier than Ashley
2429	September 10th	12:27 PM	AshleyReyes1	although sometimes it seems to me that everything about you is sexy
2430	September 10th	12:27 PM	mahoonie    	So is your name sexier than Ashley too?
2431	September 10th	12:27 PM	AshleyReyes1	hahhahah I don't know///
2432	September 10th	12:28 PM	AshleyReyes1	...
2433	September 10th	12:29 PM	mahoonie    	Sexy and funny, I don’t know how you didn’t fall for me yet
2434	September 10th	12:29 PM	AshleyReyes1	i control myself
2435	September 10th	12:29 PM	AshleyReyes1	because I can
2436	September 10th	12:30 PM	mahoonie    	Strong woman
2437	September 10th	12:32 PM	AshleyReyes1	...and independent
2438	September 10th	12:34 PM	mahoonie    	Do you want to wrestle me today if you’re so strong?
2439	September 10th	12:34 PM	AshleyReyes1	depending on what techniques we are talking about?
2440	September 10th	12:34 PM	AshleyReyes1	B)
2441	September 10th	12:35 PM	mahoonie    	Mainly nude wrestling
2442	September 10th	12:35 PM	mahoonie    	It’s like mud wrestling, but no mud, and no clothes
2443	September 10th	12:35 PM	AshleyReyes1	we missed the time, I'm leaving soon
2444	September 10th	12:35 PM	mahoonie    	Nooo
2445	September 10th	12:35 PM	mahoonie    	You said mmmm
2446	September 10th	12:36 PM	AshleyReyes1	hahahahah
2447	September 10th	12:36 PM	AshleyReyes1	but we've been debating whether it should be or not for too long
2448	September 10th	12:37 PM	mahoonie    	You never said yes
2449	September 10th	12:37 PM	mahoonie    	We can have a quicky I don’t mind
2450	September 10th	12:37 PM	AshleyReyes1	this is a very bad idea, I will always look at the time
2451	September 10th	12:37 PM	AshleyReyes1	I should have thought half an hour earlier
2452	September 10th	12:38 PM	AshleyReyes1	sooorry
2453	September 10th	12:38 PM	mahoonie    	:(
2454	September 10th	12:40 PM	mahoonie    	Can you come with this shirt again?
2455	September 10th	12:40 PM	AshleyReyes1	tomorrow
2456	September 10th	12:40 PM	AshleyReyes1	I like to sit without a bra
2457	September 10th	12:41 PM	mahoonie    	That’s in a few hours right?
2458	September 10th	12:41 PM	AshleyReyes1	yes
2459	September 10th	12:41 PM	mahoonie    	How many?
2460	September 10th	12:42 PM	AshleyReyes1	it scares me when you say so hahah
2461	September 10th	12:42 PM	AshleyReyes1	because during this time I have to do a few things and sleep
2462	September 10th	12:43 PM	mahoonie    	What do you need to do?
2463	September 10th	12:43 PM	AshleyReyes1	eat, take a shower, play with my pet
2464	September 10th	12:44 PM	mahoonie    	Your pet ha ;P
2465	September 10th	12:45 PM	mahoonie    	What pet do you have?
2466	September 10th	12:46 PM	AshleyReyes1	it's a secret
2467	September 10th	12:47 PM	mahoonie    	Are you a dog person or a cat person?
2468	September 10th	12:49 PM	mahoonie    	How come you go private for other people and not for me?
2469	September 10th	12:49 PM	AshleyReyes1	I don't do it, they just take me in private without warning, as you can see now there was nothing
2470	September 10th	12:49 PM	AshleyReyes1	:*
2471	September 10th	12:49 PM	AshleyReyes1	I love all animals
2472	September 10th	12:50 PM	mahoonie    	Even spiders?
2473	September 10th	12:50 PM	AshleyReyes1	this is not an animal, I would never kill them just because they are unpleasant to me
2474	September 10th	12:50 PM	AshleyReyes1	I can say about myself that I am a pacifist
2475	September 10th	12:51 PM	mahoonie    	You look like a very good person
2476	September 10th	12:51 PM	mahoonie    	So are you a vegetarian?
2477	September 10th	12:51 PM	AshleyReyes1	vegan
2478	September 10th	12:51 PM	mahoonie    	Wow
2479	September 10th	12:51 PM	AshleyReyes1	already 6 years
2480	September 10th	12:51 PM	mahoonie    	Extreme
2481	September 10th	12:52 PM	AshleyReyes1	did we not talk about it? hahaha
2482	September 10th	12:52 PM	mahoonie    	I love meat too much
2483	September 10th	12:52 PM	AshleyReyes1	I have to go
2484	September 10th	12:52 PM	AshleyReyes1	bad ass
2485	September 10th	12:52 PM	AshleyReyes1	sorry
2486	September 10th	12:52 PM	mahoonie    	Maybe we have... my memory is not the best
2487	September 10th	12:52 PM	AshleyReyes1	see you tomorrow
