,Word,definition
1552,peace,"(archaic) Shut up!, silence!; be quiet, be silent."
1553,peace,(neologism) To make peace; to put at peace; to be at peace.
1554,didn't,did not (negative auxiliary)
1555,low,(intransitive) To moo.
1556,low,"Situated close to, or even below, the ground or another normal reference plane; not high or lofty."
1557,low,Something that is low; a low point.
1558,low,Close to the ground.
1559,low,"(obsolete, transitive) To depress; to lower."
1560,low,"(archaic or obsolete) Barrow, mound, tumulus."
1561,low,"(countable, Britain, Scotland, dialectal) A flame; fire; blaze."
1562,low,"(Britain, Scotland, dialectal) To burn; to blaze."
1563,low,(obsolete) simple past tense of laugh.
1564,north,"One of the four major compass points, specifically 0°, directed toward the North Pole, and conventionally upwards on a map, abbreviated as N."
1565,north,Of or pertaining to the north; northern.
1566,north,Toward the north; northward.
1567,north,"(obsolete, intransitive) To turn or move toward the north."
1568,remember,To recall from one's memory; to have an image in one's memory.
1569,effect,The result or outcome of a cause. See usage notes below.
1570,effect,To make or bring about; to implement.
1571,natural,That exists and evolved within the confines of an ecosystem.
1572,natural,"(now  rare) A native inhabitant of a place, country etc. [from 16th c.]"
1573,pretty,"Pleasant in sight or other senses; attractive, especially of women or children. [from 15th c.]"
1574,pretty,"Somewhat, fairly, quite; sometimes also (by meiosis) very."
1575,pretty,A pretty person; a term of address to a pretty person.
1576,pretty,To make pretty; to beautify
1577,fall,The act of moving to a lower position under the effect of gravity.
1578,fall,"(heading, intransitive) To be moved downwards."
1579,fair,"(literary  or  archaic) Beautiful, of a pleasing appearance, with a pure and fresh quality."
1580,fair,Something which is fair (in various senses of the adjective).
1581,fair,To smoothen or even a surface (especially a connection or junction on a surface).
1582,fair,"clearly, openly, frankly, civilly, honestly, favorably, auspiciously, agreeably"
1583,fair,A community gathering to celebrate and exhibit local achievements.
1584,service,An act of being of assistance to someone.
1585,service,(transitive) To serve.
1586,service,service tree
1587,below,Lower in spatial position than.
1588,below,In a lower place.
1589,except,(transitive) To exclude; to specify as being an exception.
1590,except,With the exception of; but.
1591,except,"With the exception (that); used to introduce a clause, phrase or adverb forming an exception or qualification to something previously stated."
1592,American,"Originally, a native or inhabitant of the British North American colonies of European descent; now, a person born in, or a citizen or inhabitant of, the United States of America. [from 17th c.]"
1593,American,The English language as spoken in the U.S.; American English.
1594,American,"Of or pertaining to the Americas. More often this is specified with a qualifier, such as ""North American"", ""Central American"", ""South American"", etc."
1595,hair,(countable) A pigmented filament of keratin which grows from a follicle on the skin of humans and other mammals.
1596,London,"The capital city of the United Kingdom and of England, situated near the mouth of the River Thames in southeast England, with a metropolitan population of more than 13,000,000."
1597,laid,simple past tense and past participle of lay
1598,laid,"(of paper) Marked with parallel lines, as if ribbed, from wires in the mould."
1599,pass,Physical movement.
1600,pass,"An opening, road, or track, available for passing; especially, one through or over some dangerous or otherwise impracticable barrier such as a mountain range; a passageway; a defile; a ford."
1601,pass,"(computing, slang) A password (especially one for a restricted-access website)."
1602,led,simple past tense and past participle of lead
1603,led,Under somebody's control or leadership.
1604,copyright,"(uncountable) The right by law to be the entity which determines who may publish, copy and distribute a piece of writing, music, picture or other work of authorship."
1605,copyright,(transitive or intransitive) To obtain or secure a copyright for some literary or other artistic work.
1606,doing,"A deed or action, especially when somebody is held responsible for it."
1607,doing,present participle of do
1608,doing,The sound made by an elastic object when struck by or striking a hard object.
1609,army,"A large, highly organized military force, concerned mainly with ground (rather than air or naval) operations."
1610,run,To move swiftly.
1611,run,"Act or instance of running, of moving rapidly using the feet."
1612,run,In a liquid state; melted or molten.
1613,horse,Any of several animals related to Equus ferus caballus.
1614,horse,"(intransitive) To frolic, to act mischievously. (Usually followed by ""around"".)"
1615,horse,"(uncountable, slang) Heroin (drug)."
1616,future,The time ahead; those moments yet to be experienced.
1617,future,Having to do with or occurring in the future.
1618,opened,simple past tense and past participle of open
1619,pleasure,(uncountable) A state of being pleased or contented; gratification.
1620,pleasure,pleased to meet you
1621,pleasure,(transitive) To give or afford pleasure to; to please; to gratify.
1622,history,The aggregate of past events.
1623,history,(obsolete) To narrate or record.
1624,west,"One of the four principal compass points, specifically 270°, conventionally directed to the left on maps; the direction of the setting sun at an equinox, abbreviated as W."
1625,west,Situated or lying in or toward the west; westward.
1626,west,Towards the west; westwards.
1627,west,To move to the west; (of the sun) to set. [from 15th c.]
1628,pay,(transitive) To give money or other compensation to in exchange for goods or services.
1629,pay,Money given in return for work; salary or wages.
1630,pay,Operable or accessible on deposit of coins.
1631,pay,"(nautical, transitive) To cover (the bottom of a vessel, a seam, a spar, etc.) with tar or pitch, or a waterproof composition of tallow, resin, etc.; to smear."
1632,red,Having red as its color.
1633,red,"(countable and uncountable) Any of a range of colours having the longest wavelengths, 670 nm, of the visible spectrum; a primary additive colour for transmitted light: the colour obtained by subtracting green and blue from white light using magenta and yellow filters; the colour of blood, ripe strawberries, etc."
1634,red,Alternative spelling of redd
1635,red,(archaic) simple past tense and past participle of rede
1636,4,"(text messaging, slang) abbreviation of for"
1637,hath,(archaic) third-person singular simple present indicative form of have
1638,note,(heading) A symbol or annotation.
1639,note,(transitive) To notice with care; to observe; to remark; to heed.
1640,note,"(uncountable, Britain dialectal, Northern England, Ireland, Scotland) That which is needed or necessary; business; duty; work."
1641,although,"Though, even though, in spite of or despite the fact that: introducing a clause that expresses a concession."
1642,wanted,wished for; desired; sought
1643,wanted,simple past tense and past participle of want
1644,gold,"(uncountable) A heavy yellow elemental metal of great value, with atomic number 79 and symbol Au."
1645,gold,Made of gold.
1646,gold,"To pyrolyze or burn food until the color begins to change to a light brown, but not as dark as browning"
1647,gold,"(programming, of software) In a finished state, ready for manufacturing."
1648,gold,of or referring to a gold version of something
1649,makes,Third-person singular simple present indicative form of make
1650,makes,plural of make
1651,desire,To want; to wish for earnestly.
1652,desire,(countable) Someone or something wished for.
1653,play,(intransitive) To act in a manner such that one has fun; to engage in activities expressly for the purpose of recreation or entertainment.
