,Word,definition
6037,element,"One of the simplest or essential parts or principles of which anything consists, or upon which the constitution or fundamental powers of anything are based."
6042,errors,plural of error
6044,communication,The act or fact of communicating anything; transmission.
6045,reflection,The act of reflecting or the state of being reflected.
6047,organization,(uncountable) The quality of being organized.
6053,folks,plural of folk
6055,accordance,Agreement; harmony; conformity; compliance.
6056,heavens,plural of heaven
6060,star,"Any small luminous dot appearing in the cloudless portion of the night sky, especially with a fixed location relative to other such dots."
6063,deeds,plural of deed
6065,wordforms,plural of wordform
6068,incident,"(countable, uncountable) An event or occurrence."
6070,oath,"A solemn pledge or promise, appealing to a deity, a ruler, or another entity (not necessarily present) to attest to the truth of a statement or sincerity of one's desire to fulfill a contract or promise."
6072,guest,"A recipient of hospitality, specifically someone staying by invitation at the house of another."
6074,bar,"A solid, more or less rigid object of metal or wood with a uniform cross-section smaller than its length."
6078,row,"A line of objects, often regularly spaced, such as seats in a theatre, vegetable plants in a garden etc."
6083,poverty,The quality or state of being poor; lack of money
6085,bottle,"A container, typically made of glass or plastic and having a tapered neck, used primarily for holding liquids."
6097,quarrel,A verbal dispute or heated argument.
6106,fix,A repair or corrective action.
6108,resistance,"The act of resisting, or the capacity to resist."
6111,deed,An action or act; something that is done.
6116,hollow,A small valley between mountains.
6124,province,A region of the earth or of a continent; a district or country. [from 14th c.]
6127,establishment,The act of establishing; a ratifying or ordaining; settlement; confirmation.
6128,vote,A formalized choice on matters of administration or other democratic activities.
6133,oxford,Alternative letter-case form of Oxford (cloth)
6134,cavalry,"(military, uncountable) The military arm of service that fights while riding horses."
6140,leg,The lower limb of a human being or animal that extends from the groin to the ankle.
6147,civilization,"An organized culture encompassing many communities, often on the scale of a nation or a people; a stage or system of social, political, or technical development."
6154,passions,plural of passion
6179,shock,"A sudden, heavy impact."
6181,exception,"The act of excepting or excluding; exclusion; restriction by taking out something which would otherwise be included, as in a class, statement, rule."
6184,display,A show or spectacle.
6186,strain,(obsolete) Treasure.
6190,drank,(slang) dextromethorphan
6203,poets,plural of poet
6205,aim,"The pointing of a weapon, as a gun, a dart, or an arrow, or object, in the line of direction with the object intended to be struck; the line of fire; the direction of anything, such as a spear, a blow, a discourse, a remark, towards a particular point or object, with a view to strike or affect it."
6210,directions,plural of direction
6218,bag,"A flexible container made of cloth, paper, plastic, etc."
6222,buildings,plural of building
6223,consequences,plural of consequence
6231,beasts,plural of beast
6233,track,A mark left by something that has passed along.
6238,holds,plural of hold
6240,residence,The place where one lives; one's home.
6251,treasure,"(uncountable) A collection of valuable things; accumulated wealth; a stock of money, jewels, etc."
6253,fun,"amusement, enjoyment or pleasure"
6260,enterprise,"A company, business, organization, or other purposeful endeavor."
6267,seed,"(countable) A fertilized grain, initially encased in a fruit, which may grow into a mature plant."
6270,tower,"A very tall iron-framed structure, usually painted red and white, on which microwave, radio, satellite, or other communication antennas are installed; mast."
6272,runs,plural of run
6278,desires,plural of desire
6284,poems,plural of poem
6286,stuff,Miscellaneous items; things; (with possessive) personal effects.
6289,section,A cutting; a part cut out from the rest of something.
6291,settlement,The act of settling.
6297,sole,(dialectal or obsolete) A wooden band or yoke put around the neck of an ox or cow in the stall.
6300,roads,plural of road
6302,plate,A flat dish from which food is served or eaten.
6307,pains,plural of pain
6311,dwell,(engineering) A period of time in which a system or component remains in a given state.
6315,grounds,plural of ground
6317,taxes,plural of tax
6320,marble,(uncountable) A rock of crystalline limestone.
6324,tones,plural of tone
6326,ability,(obsolete) Suitableness. [Attested from around (1350 to 1470) until the late 17th century.]
6337,possibility,The quality of being possible.
6339,butter,"A soft, fatty foodstuff made by churning the cream of milk (generally cow's milk)."
6342,fury,Extreme anger.
6351,instructions,plural of instruction
6352,hatred,Strong aversion; intense dislike
6353,pursuit,The act of pursuing.
6356,pull,An act of pulling (applying force)
6357,furniture,"(now usually  uncountable) Large movable item(s), usually in a room, which enhance(s) the room's characteristics, functionally or decoratively."
6358,additions,plural of addition
6360,rope,"(uncountable) Thick strings, yarn, monofilaments, metal wires, or strands of other cordage that are twisted together to form a stronger line.   syn. transl."
6362,adventure,"The encountering of risks; hazardous and striking enterprise; a bold undertaking, in which hazards are to be encountered, and the issue is staked upon unforeseen events; a daring feat."
6364,royalty,"The rank, status, power or authority of a monarch."
6366,arts,plural of art.
6371,signal,That which conveys information; an entity of some kind used to represent something.
6379,feast,"A very large meal, often of a ceremonial nature."
6382,burn,"A physical injury caused by heat, cold, electricity, radiation or caustic chemicals."
6386,references,plural of reference
6388,lesson,A section of learning or teaching into which a wider learning content is divided.
